id,姓名,加入時間,班級
1938,倪俊賢,2021-10-30 03:05:25.647145,11月班
1939,王冠霖,2021-10-23 04:46:49.060855,11月班
1940,孫怡伶,2021-10-28 10:43:45.491669,11月班
1941,李婷婷,2021-10-29 02:34:52.123049,11月班
1942,張雅筑,2021-10-27 11:48:28.862425,11月班
1943,李庭瑋,2021-10-23 08:23:34.352857,11月班
1944,張靜宜,2021-10-22 16:12:51.898723,11月班
1945,饒怡萱,2021-10-25 21:38:15.460819,11月班
1946,黃家瑋,2021-10-21 16:36:52.544665,11月班
1947,張馨儀,2021-10-25 18:02:58.312545,11月班
1948,林思穎,2021-10-29 04:08:05.523297,11月班
1949,王承翰,2021-10-22 01:24:39.922341,11月班
1950,靳慧君,2021-10-24 17:18:42.943720,11月班
1951,宋龍,2021-10-19 20:39:26.256742,11月班
1952,亓佳蓉,2021-10-26 21:45:03.871413,11月班
1953,邵美琪,2021-10-27 22:42:15.342133,11月班
1954,唐雅慧,2021-10-22 11:40:40.646727,11月班
1955,張婷婷,2021-10-30 11:38:01.620719,11月班
1956,金佩珊,2021-10-26 19:49:03.273311,11月班
1957,莊俊傑,2021-10-28 12:55:40.118068,11月班
1958,王淑娟,2021-10-28 05:09:01.017563,11月班
1959,黃沖,2021-10-31 02:52:14.666069,11月班
1960,丁羽,2021-10-29 08:40:22.487835,11月班
1961,楊琬婷,2021-10-27 11:33:18.776398,11月班
1962,張靜怡,2021-10-25 11:35:39.498390,11月班
1963,曹欣怡,2021-10-27 13:47:19.637101,11月班
1964,陳俊傑,2021-10-27 05:14:16.212632,11月班
1965,孫雅婷,2021-10-30 01:07:44.704304,11月班
1966,王雅雯,2021-10-30 18:44:13.147302,11月班
1967,溫惠雯,2021-10-25 15:48:18.075249,11月班
1968,黎怡婷,2021-10-23 01:42:19.825084,11月班
1969,寧嘉玲,2021-10-29 23:35:22.388106,11月班
1970,方惠雯,2021-10-28 06:12:34.146263,11月班
1971,車俊傑,2021-10-30 18:51:15.427570,11月班
1972,劉美玲,2021-10-25 08:05:24.472181,11月班
1973,姚嘉玲,2021-10-28 18:21:12.413818,11月班
1974,閻佳蓉,2021-10-25 00:57:34.261217,11月班
1975,王雅惠,2021-10-30 12:44:05.748893,11月班
1976,張怡君,2021-10-28 05:32:08.312768,11月班
1977,林建宏,2021-10-27 14:33:17.251457,11月班
1978,劉怡婷,2021-10-31 13:32:00.768597,11月班
1979,孔淑玲,2021-10-31 12:19:25.328151,11月班
1980,劉怡如,2021-10-25 21:03:45.130078,11月班
1981,黃慧君,2021-10-27 09:48:38.859770,11月班
1982,楊婷婷,2021-10-28 22:30:12.755047,11月班
1983,徐琬婷,2021-10-20 08:31:34.422522,11月班
1984,郭琬婷,2021-10-29 01:27:54.248668,11月班
1985,李靜怡,2021-10-29 02:25:02.315034,11月班
1986,周怡萱,2021-10-26 16:46:47.182448,11月班
1987,都志偉,2021-10-31 04:34:49.207206,11月班
1988,康佳穎,2021-10-30 17:10:58.553861,11月班
1989,李慧君,2021-10-27 06:38:21.878808,11月班
1990,韓佳慧,2021-10-29 11:42:05.538300,11月班
1991,唐怡萱,2021-10-29 18:46:50.114475,11月班
1992,許宇軒,2021-10-28 09:39:36.556295,11月班
1993,朱飛,2021-10-28 14:16:09.888248,11月班
1994,楊佳樺,2021-10-31 06:19:25.731089,11月班
1995,楊佳玲,2021-10-31 07:48:32.193978,11月班
1996,朱雅筑,2021-10-25 07:43:26.584618,11月班
1997,任信宏,2021-10-23 19:21:47.712387,11月班
1998,劉佳穎,2021-10-18 07:43:48.495157,11月班
1999,顏佳樺,2021-10-31 11:35:55.056484,11月班
2000,馮雅芳,2021-10-29 17:06:17.252676,11月班
2001,張瑋婷,2021-10-30 20:17:14.577597,11月班
2002,楊美琪,2021-10-23 15:43:33.399585,11月班
2003,呂承翰,2021-10-30 05:51:39.942222,11月班
2004,丁威廷,2021-10-30 12:32:14.991787,11月班
2005,秦怡伶,2021-10-25 12:40:22.196351,11月班
2006,李怡安,2021-10-28 18:45:37.241506,11月班
2007,張傑克,2021-10-30 10:46:04.380525,11月班
2008,陳惠婷,2021-10-27 01:59:20.823553,11月班
2009,楊威廷,2021-10-24 20:27:39.508491,11月班
2010,朱俊宏,2021-10-29 01:08:45.143404,11月班
2011,陳怡如,2021-10-27 18:51:32.946321,11月班
2012,羅美琪,2021-10-28 01:24:38.174601,11月班
2013,陳柏翰,2021-10-25 11:56:31.257373,11月班
2014,穆建宏,2021-10-30 17:47:24.689681,11月班
2015,王瑋婷,2021-10-28 20:08:59.025070,11月班
2016,寧慧君,2021-10-25 10:35:38.898495,11月班
2017,楊淑惠,2021-10-28 20:23:57.479915,11月班
2018,王怡伶,2021-10-30 11:41:05.412704,11月班
2019,饒靜宜,2021-10-30 08:02:20.852970,11月班
2020,宋志豪,2021-10-28 16:42:11.948677,11月班
2021,王雅婷,2021-10-28 06:07:24.202923,11月班
2022,閻婷婷,2021-10-26 09:59:15.950687,11月班
2023,王淑玲,2021-10-29 10:55:26.230006,11月班
2024,劉冠宇,2021-10-25 19:11:52.391655,11月班
2025,呂淑芬,2021-10-31 11:56:25.270388,11月班
2026,鐘雅玲,2021-10-28 14:13:20.771970,11月班
2027,李佳樺,2021-10-30 14:54:44.204133,11月班
2028,曾怡萱,2021-10-19 07:19:31.328854,11月班
2029,李淑玲,2021-10-30 11:24:24.958898,11月班
2030,周哲瑋,2021-10-18 22:52:01.040254,11月班
2031,譚雅雯,2021-10-23 13:12:22.701088,11月班
2032,鄭懿,2021-10-25 11:51:20.760186,11月班
2033,邱嘉玲,2021-10-26 07:18:25.047388,11月班
2034,陳志偉,2021-10-23 01:43:34.472329,11月班
2035,趙建宏,2021-10-30 01:12:48.946185,11月班
2036,閻傑克,2021-10-30 12:19:24.559333,11月班
2037,王瑋婷,2021-10-28 15:26:43.115603,11月班
2038,王家瑜,2021-10-25 20:41:36.291831,11月班
2039,李雅文,2021-10-26 19:23:07.559311,11月班
2040,杜雅雯,2021-10-27 05:03:39.672176,11月班
2041,劉羽,2021-10-21 01:06:48.174217,11月班
2042,周冠廷,2021-10-22 20:28:21.636722,11月班
2043,薛飛,2021-10-26 18:00:45.751341,11月班
2044,邊中山,2021-10-23 22:22:09.249947,11月班
2045,朱慧君,2021-10-29 10:47:55.390304,11月班
2046,劉庭瑋,2021-10-30 13:47:45.119032,11月班
2047,葉冠霖,2021-10-22 00:38:42.146473,11月班
2048,劉淑芬,2021-10-31 07:22:43.317273,11月班
2049,帥美琪,2021-10-25 07:11:21.200023,11月班
2050,曲靜宜,2021-10-30 14:51:31.964677,11月班
2051,馬心怡,2021-10-31 12:36:59.360195,11月班
2052,林宗翰,2021-10-29 05:28:54.668335,11月班
2053,楊雅芳,2021-10-25 12:19:35.875514,11月班
2054,陳雅雯,2021-10-31 10:54:51.537590,11月班
2055,王鈺婷,2021-10-31 16:55:55.284504,11月班
2056,柴威廷,2021-10-30 03:20:45.776379,11月班
2057,秦詩涵,2021-10-26 03:39:54.582487,11月班
2058,郭思穎,2021-10-31 09:54:48.047772,11月班
2059,胡哲瑋,2021-10-24 09:11:26.338564,11月班
2060,董佳蓉,2021-10-29 11:59:01.070291,11月班
2061,覃宜庭,2021-10-25 02:52:12.753452,11月班
2062,李佳玲,2021-10-20 21:12:57.361685,11月班
2063,常志偉,2021-10-29 19:12:41.763446,11月班
2064,徐怡萱,2021-10-23 10:25:22.504350,11月班
2065,方筱涵,2021-10-22 01:22:52.157932,11月班
2066,劉家銘,2021-10-25 08:37:32.021847,11月班
2067,薛承翰,2021-10-23 07:48:25.886816,11月班
2068,詹惠雯,2021-10-30 14:30:48.054435,11月班
2069,薛雅玲,2021-10-28 23:36:22.766649,11月班
2070,潘家瑋,2021-10-25 23:53:10.841188,11月班
2071,柳宇軒,2021-10-25 22:55:40.620220,11月班
2072,朱淑華,2021-10-20 01:19:08.157412,11月班
2073,吳佩珊,2021-10-28 03:54:10.774074,11月班
2074,宋靜宜,2021-10-28 21:28:20.183898,11月班
2075,許欣怡,2021-10-30 13:55:46.046296,11月班
2076,孟心怡,2021-10-31 13:29:01.343142,11月班
2077,金瑋婷,2021-10-29 18:42:36.344003,11月班
2078,詹俊宏,2021-10-30 17:08:22.905341,11月班
2079,李冠宇,2021-10-27 05:30:28.182404,11月班
2080,鐘俊賢,2021-10-31 09:23:52.949865,11月班
2081,陳佳慧,2021-10-28 04:29:23.471730,11月班
2082,張淑玲,2021-10-29 15:56:19.256175,11月班
2083,李怡如,2021-10-20 03:24:25.777502,11月班
2084,王雅惠,2021-10-29 10:05:03.072981,11月班
2085,張琬婷,2021-10-24 21:52:52.913479,11月班
2086,唐鈺婷,2021-10-30 08:02:46.670862,11月班
2087,李俊賢,2021-10-27 23:03:48.753974,11月班
2088,陳郁雯,2021-10-30 04:44:00.823657,11月班
2089,陳淑華,2021-10-27 12:48:07.540497,11月班
2090,劉雅婷,2021-10-23 17:32:43.170297,11月班
2091,陳郁雯,2021-10-29 20:20:53.843017,11月班
2092,陳宜庭,2021-10-29 03:32:35.592026,11月班
2093,劉羽,2021-10-24 09:50:05.270204,11月班
2094,張飛,2021-10-30 01:36:28.250371,11月班
2095,謝怡君,2021-10-25 20:01:16.167302,11月班
2096,師哲瑋,2021-10-30 16:24:19.546677,11月班
2097,黃家豪,2021-10-31 14:58:13.754256,11月班
2098,田慧君,2021-10-31 07:17:47.650103,11月班
2099,李冠霖,2021-10-24 06:12:47.518008,11月班
2100,張志偉,2021-10-28 08:27:15.323517,11月班
2101,黃中山,2021-10-31 20:04:46.851527,11月班
2102,戴怡君,2021-10-31 01:16:28.769176,11月班
2103,何建宏,2021-10-27 18:57:23.075253,11月班
2104,戴家銘,2021-10-21 04:36:10.519562,11月班
2105,蘇建宏,2021-10-26 19:44:31.382777,11月班
2106,彭怡婷,2021-10-24 02:16:39.211257,11月班
2107,秦郁婷,2021-10-27 16:23:35.668567,11月班
2108,王淑貞,2021-10-27 03:09:13.913650,11月班
2109,韋雅婷,2021-10-29 21:57:38.749742,11月班
2110,王琬婷,2021-10-27 23:56:20.040465,11月班
2111,陳宇軒,2021-10-27 22:42:48.474292,11月班
2112,崔佳樺,2021-10-28 09:14:56.021380,11月班
2113,邱美琪,2021-10-18 05:35:37.176168,11月班
2114,林雅雯,2021-10-20 16:55:05.771853,11月班
2115,彭雅雯,2021-10-23 18:44:26.249386,11月班
2116,王雅琪,2021-10-25 12:31:08.157991,11月班
2117,陳冠廷,2021-10-25 10:32:29.134822,11月班
2118,羅俊賢,2021-10-20 17:09:42.104230,11月班
2119,劉美琪,2021-10-28 15:15:58.012209,11月班
2120,王美玲,2021-10-26 00:31:36.532805,11月班
2121,黃美琪,2021-10-26 09:12:34.292495,11月班
2122,傅佳玲,2021-10-20 18:24:02.780222,11月班
2123,李志偉,2021-10-30 04:31:53.469639,11月班
2124,黃雅涵,2021-10-24 22:31:24.984693,11月班
2125,周庭瑋,2021-10-29 14:17:23.343467,11月班
2126,何慧君,2021-10-24 19:18:42.616292,11月班
2127,陳信宏,2021-10-30 09:29:46.870849,11月班
2128,文志豪,2021-10-28 13:12:59.390515,11月班
2129,馬彥廷,2021-10-24 06:56:05.155314,11月班
2130,張淑貞,2021-10-26 01:59:40.952518,11月班
2131,黃怡君,2021-10-29 13:27:19.335991,11月班
2132,王怡君,2021-10-30 01:27:36.461499,11月班
2133,蔣庭瑋,2021-10-30 09:18:05.912942,11月班
2134,郭琬婷,2021-10-27 14:48:19.616804,11月班
2135,苗靜怡,2021-10-19 02:45:41.264915,11月班
2136,朱家瑋,2021-10-27 10:48:52.197889,11月班
2137,韓沖,2021-10-29 05:09:41.560264,11月班
2138,鄭庭瑋,2021-10-29 13:43:00.753695,11月班
2139,周雅琪,2021-10-29 00:05:34.547656,11月班
2140,吳詩涵,2021-10-31 10:02:26.863433,11月班
2141,向怡萱,2021-10-31 02:17:46.335126,11月班
2142,吳靜怡,2021-10-21 02:00:06.005860,11月班
2143,王冠宇,2021-10-23 15:13:59.752919,11月班
2144,李依婷,2021-10-25 07:08:34.354284,11月班
2145,王惠如,2021-10-27 22:27:40.136801,11月班
2146,申柏翰,2021-10-23 15:32:07.260129,11月班
2147,馬志豪,2021-10-28 16:37:49.308374,11月班
2148,鄧羽,2021-10-30 01:04:30.249543,11月班
2149,劉承翰,2021-10-25 11:27:41.122236,11月班
2150,郭美玲,2021-10-23 17:36:50.064732,11月班
2151,喻淑貞,2021-10-21 13:29:27.335621,11月班
2152,韋懿,2021-10-21 09:47:47.009464,11月班
2153,王雅琪,2021-10-29 16:52:17.405690,11月班
2154,譚佳穎,2021-10-21 04:02:57.876868,11月班
2155,黃威廷,2021-10-20 14:16:26.834680,11月班
2156,孫郁婷,2021-10-27 17:33:23.255876,11月班
2157,方雅惠,2021-10-30 15:54:09.135041,11月班
2158,劉沖,2021-10-31 21:48:29.116565,11月班
2159,孫淑娟,2021-10-31 17:23:39.718946,11月班
2160,丁欣怡,2021-10-23 14:35:15.772706,11月班
2161,方冠霖,2021-10-31 18:56:46.109142,11月班
2162,袁家瑜,2021-10-23 22:05:21.462238,11月班
2163,林佳玲,2021-10-23 01:59:21.787352,11月班
2164,史怡君,2021-10-28 17:43:11.372244,11月班
2165,韓雅雯,2021-10-25 14:19:28.203272,11月班
2166,李雅惠,2021-10-31 05:01:25.228089,11月班
2167,陳雅慧,2021-10-21 01:39:45.681880,11月班
2168,程淑玲,2021-10-23 21:21:46.226919,11月班
2169,汪淑慧,2021-10-27 09:36:18.733749,11月班
2170,劉鈺婷,2021-10-25 18:02:10.549467,11月班
2171,鄭怡婷,2021-10-30 06:25:40.080755,11月班
2172,吳雅慧,2021-10-28 07:14:17.378143,11月班
2173,蕭柏翰,2021-10-28 06:38:48.886448,11月班
2174,高郁雯,2021-10-19 21:25:48.391795,11月班
2175,吳雅萍,2021-10-29 06:00:39.953199,11月班
2176,田筱涵,2021-10-31 04:37:26.130440,11月班
2177,李龍,2021-10-26 11:11:54.148246,11月班
2178,李筱涵,2021-10-26 13:38:06.732083,11月班
2179,張雅涵,2021-10-26 09:34:42.997957,11月班
2180,鄭鈺婷,2021-10-27 21:32:39.004117,11月班
2181,王冠宇,2021-10-23 20:35:17.062772,11月班
2182,張雅惠,2021-10-30 06:08:01.161657,11月班
2183,童惠雯,2021-10-28 02:23:08.506899,11月班
2184,陸宗翰,2021-10-30 14:28:52.233749,11月班
2185,祁家瑋,2021-10-18 19:41:24.285906,11月班
2186,鮑雅雯,2021-10-30 03:31:35.470518,11月班
2187,姜中山,2021-10-27 03:07:23.602002,11月班
2188,朱家瑜,2021-10-22 03:18:29.351327,11月班
2189,孫詩涵,2021-10-25 23:49:52.839185,11月班
2190,宋慧君,2021-10-29 21:57:07.459961,11月班
2191,黃瑋婷,2021-10-23 23:22:52.758079,11月班
2192,韓淑娟,2021-10-29 00:47:35.727576,11月班
2193,孟飛,2021-10-27 14:11:10.669263,11月班
2194,孫怡如,2021-10-29 10:17:57.719003,11月班
2195,田思穎,2021-10-30 20:04:18.411567,11月班
2196,燕冠宇,2021-10-28 10:49:44.505942,11月班
2197,胡雅芳,2021-10-30 03:42:24.056800,11月班
2198,劉家銘,2021-10-27 01:48:27.566133,11月班
2199,李怡萱,2021-10-26 02:12:09.029095,11月班
2200,巫志宏,2021-10-31 17:18:01.376057,11月班
2201,葉婉婷,2021-10-27 06:30:42.173192,11月班
2202,吳依婷,2021-10-28 02:06:37.486050,11月班
2203,王志宏,2021-10-27 02:58:20.599386,11月班
2204,王淑芬,2021-10-26 13:41:37.297788,11月班
2205,艾雅雯,2021-10-31 18:35:39.220505,11月班
2206,龔欣怡,2021-10-29 16:37:09.394667,11月班
2207,葛美琪,2021-10-24 07:05:01.021676,11月班
2208,任琬婷,2021-10-31 08:21:27.474698,11月班
2209,曾雅琪,2021-10-27 21:01:49.761097,11月班
2210,胡冠宇,2021-10-28 20:10:45.326484,11月班
2211,王家瑋,2021-10-31 14:08:20.864900,11月班
2212,王宇軒,2021-10-25 22:03:10.872719,11月班
2213,劉傑克,2021-10-29 00:21:44.194205,11月班
2214,張雅婷,2021-10-26 17:53:02.031243,11月班
2215,秦宜庭,2021-10-25 20:46:16.468665,11月班
2216,李依婷,2021-10-29 13:12:50.273366,11月班
2217,楊承翰,2021-10-30 14:29:16.965447,11月班
2218,韋詩涵,2021-10-30 08:36:07.491037,11月班
2219,朱琬婷,2021-10-29 01:19:29.567806,11月班
2220,王佳穎,2021-10-25 08:24:58.476231,11月班
2221,劉柏翰,2021-10-30 15:53:46.271248,11月班
2222,趙淑娟,2021-10-30 06:47:35.406852,11月班
2223,馬佩君,2021-10-22 01:48:48.820141,11月班
2224,向淑娟,2021-10-29 22:50:38.989955,11月班
2225,李彥廷,2021-10-28 03:37:51.395646,11月班
2226,向怡伶,2021-10-31 14:24:26.821426,11月班
2227,莫宜庭,2021-10-27 06:47:42.990977,11月班
2228,陳美玲,2021-10-23 18:49:46.667209,11月班
2229,王淑芬,2021-10-30 19:57:50.186525,11月班
2230,潘淑玲,2021-10-23 17:40:17.380033,11月班
2231,陳傑克,2021-10-25 04:38:27.543325,11月班
2232,李婉婷,2021-10-30 09:31:38.549898,11月班
2233,王俊宏,2021-10-24 05:48:22.764837,11月班
2234,葉佩君,2021-10-31 21:09:09.939332,11月班
2235,潘佳玲,2021-10-23 01:51:01.539255,11月班
2236,高佩君,2021-10-19 07:03:37.129702,11月班
2237,宋慧君,2021-10-28 18:20:26.754365,11月班
2238,杜婷婷,2021-10-19 18:50:46.942637,11月班
2239,李瑋婷,2021-10-20 11:19:45.257093,11月班
2240,盧思穎,2021-10-31 00:18:28.411646,11月班
2241,魏飛,2021-10-19 20:43:23.749125,11月班
2242,彭雅玲,2021-10-26 09:34:42.095886,11月班
2243,徐郁婷,2021-10-27 23:48:14.968265,11月班
2244,吳惠雯,2021-10-30 08:20:28.834029,11月班
2245,商哲瑋,2021-10-23 07:46:46.714623,11月班
2246,譚淑玲,2021-10-31 09:47:34.008368,11月班
2247,曾冠宇,2021-10-26 09:34:11.304914,11月班
2248,鄭馨儀,2021-10-19 05:59:00.015182,11月班
2249,孫怡如,2021-10-26 09:20:12.901372,11月班
2250,黃懿,2021-10-31 14:34:02.396011,11月班
2251,江飛,2021-10-31 14:55:31.486316,11月班
2252,杜志豪,2021-10-19 00:30:37.254251,11月班
2253,魏冠廷,2021-10-20 11:40:57.967649,11月班
2254,黃雅筑,2021-10-31 10:22:04.435271,11月班
2255,張中山,2021-10-29 04:34:33.432434,11月班
2256,彭淑惠,2021-10-29 14:41:30.315233,11月班
2257,胡雅婷,2021-10-27 04:30:14.085273,11月班
2258,汪筱涵,2021-10-23 19:27:57.622660,11月班
2259,楊馨儀,2021-10-26 22:21:11.013863,11月班
2260,花志偉,2021-10-30 01:24:53.641955,11月班
2261,燕雅文,2021-10-27 04:03:26.753226,11月班
2262,李詩涵,2021-10-29 00:46:39.735540,11月班
2263,安欣怡,2021-10-28 20:06:00.214679,11月班
2264,馬宜庭,2021-10-31 07:12:37.863054,11月班
2265,王俊賢,2021-10-24 18:50:41.325436,11月班
2266,鄭淑娟,2021-10-31 01:58:26.442585,11月班
2267,程宜君,2021-10-29 19:10:13.674952,11月班
2268,張靜怡,2021-10-26 09:40:00.895703,11月班
2269,蔡雅琪,2021-10-22 00:16:43.687640,11月班
2270,李宜庭,2021-10-26 20:59:13.017983,11月班
2271,呂冠廷,2021-10-19 03:58:56.315166,11月班
2272,陳淑貞,2021-10-28 15:55:31.694741,11月班
2273,林沖,2021-10-31 13:11:11.118936,11月班
2274,彭龍,2021-10-26 08:10:41.873187,11月班
2275,趙志宏,2021-10-31 04:01:45.211519,11月班
2276,吳淑惠,2021-10-29 19:33:27.499453,11月班
2277,解詩婷,2021-10-27 13:13:41.170439,11月班
2278,孫佳穎,2021-10-30 05:19:20.554633,11月班
2279,包家瑋,2021-10-31 09:21:30.516146,11月班
2280,張佳玲,2021-10-25 08:08:59.204479,11月班
2281,朱冠霖,2021-10-25 03:52:34.610590,11月班
2282,林宇軒,2021-10-25 12:55:04.895302,11月班
2283,劉淑華,2021-10-24 02:09:18.499590,11月班
2284,李雅文,2021-10-25 00:02:24.252614,11月班
2285,石雅芳,2021-10-24 20:38:22.530756,11月班
2286,劉美琪,2021-10-29 02:45:47.975650,11月班
2287,鐘建宏,2021-10-23 04:35:25.585928,11月班
2288,張雅婷,2021-10-27 07:18:37.576305,11月班
2289,李雅芳,2021-10-28 21:35:46.539156,11月班
2290,劉雅慧,2021-10-20 10:26:21.613196,11月班
2291,張傑克,2021-10-29 19:47:56.890280,11月班
2292,鄧俊傑,2021-10-27 20:51:47.124423,11月班
2293,余鈺婷,2021-10-27 12:21:06.392698,11月班
2294,張承翰,2021-10-26 06:52:44.860668,11月班
2295,鄒飛,2021-10-26 16:41:06.353796,11月班
2296,趙信宏,2021-10-26 23:47:42.639303,11月班
2297,王雅玲,2021-10-29 20:11:03.634780,11月班
2298,薛怡安,2021-10-25 17:51:15.108588,11月班
2299,任信宏,2021-10-22 10:07:29.339448,11月班
2300,張馨儀,2021-10-28 13:17:54.987502,11月班
2301,王雅文,2021-10-28 04:31:17.622037,11月班
2302,曹筱涵,2021-10-28 19:41:17.989197,11月班
2303,王怡如,2021-10-29 19:07:23.495121,11月班
2304,張怡如,2021-10-29 06:20:35.306866,11月班
2305,朱雅雯,2021-10-23 22:16:28.517633,11月班
2306,余佩君,2021-10-27 05:19:44.848102,11月班
2307,王沖,2021-10-28 09:05:47.182402,11月班
2308,陳雅涵,2021-10-28 10:26:18.592905,11月班
2309,謝欣怡,2021-10-28 10:08:47.240666,11月班
2310,楊心怡,2021-10-23 06:52:48.165410,11月班
2311,趙佩君,2021-10-26 07:01:51.410285,11月班
2312,徐怡君,2021-10-31 23:07:01.468049,11月班
2313,李婉婷,2021-10-30 12:56:36.485853,11月班
2314,李心怡,2021-11-26 05:32:14.274374,12月班
2315,胡婉婷,2021-11-30 18:32:16.980281,12月班
2316,符筱涵,2021-11-30 18:04:37.352832,12月班
2317,黃承翰,2021-11-27 16:20:55.131416,12月班
2318,蔣宇軒,2021-11-29 07:37:19.954984,12月班
2319,姜鈺婷,2021-11-29 21:43:30.951930,12月班
2320,李心怡,2021-11-27 13:58:14.632272,12月班
2321,史宇軒,2021-11-24 10:48:39.327296,12月班
2322,胥詩婷,2021-11-26 07:59:45.648731,12月班
2323,李家瑋,2021-11-21 12:19:01.189299,12月班
2324,陸琬婷,2021-11-27 04:34:02.706972,12月班
2325,陳瑋婷,2021-11-25 15:57:15.921503,12月班
2326,李依婷,2021-11-30 11:59:52.597737,12月班
2327,王怡萱,2021-11-22 17:01:29.321040,12月班
2328,李怡婷,2021-11-24 09:12:46.534518,12月班
2329,張懿,2021-11-25 10:09:10.867096,12月班
2330,成筱涵,2021-11-28 08:42:15.759520,12月班
2331,李雅文,2021-11-28 08:41:22.799906,12月班
2332,林佳玲,2021-11-24 08:32:25.778715,12月班
2333,張佳蓉,2021-11-30 15:18:53.228950,12月班
2334,伊懿,2021-11-23 11:53:59.687834,12月班
2335,周雅筑,2021-11-28 19:21:51.211181,12月班
2336,王郁婷,2021-11-22 20:43:37.544241,12月班
2337,唐雅萍,2021-11-25 16:58:53.057841,12月班
2338,莫雅芳,2021-11-30 06:23:30.371567,12月班
2339,吳建宏,2021-11-29 02:32:52.927260,12月班
2340,陳美玲,2021-11-27 17:53:25.443018,12月班
2341,韓懿,2021-11-30 00:16:26.339059,12月班
2342,黃慧君,2021-11-29 11:54:59.187857,12月班
2343,韓郁婷,2021-11-29 11:34:20.261141,12月班
2344,劉飛,2021-11-28 10:45:22.413072,12月班
2345,陳嘉玲,2021-11-29 16:14:11.922012,12月班
2346,洪冠廷,2021-11-26 22:03:54.530735,12月班
2347,李怡萱,2021-11-28 23:53:51.936095,12月班
2348,李琬婷,2021-11-29 10:46:54.968275,12月班
2349,劉雅琪,2021-11-30 17:19:00.556976,12月班
2350,楊哲瑋,2021-11-25 19:26:57.943647,12月班
2351,趙佳樺,2021-11-29 18:02:54.340830,12月班
2352,鄭慧君,2021-11-29 04:39:33.345023,12月班
2353,吳俊賢,2021-11-26 15:26:51.825573,12月班
2354,陳雅婷,2021-11-22 17:28:44.057101,12月班
2355,畢飛,2021-11-30 12:23:42.487661,12月班
2356,鄭雅玲,2021-11-27 22:24:43.171947,12月班
2357,王馨儀,2021-11-26 23:08:55.577419,12月班
2358,李宜庭,2021-11-28 01:23:58.692764,12月班
2359,張雅文,2021-11-27 16:41:08.520335,12月班
2360,邱俊傑,2021-11-26 15:49:18.485512,12月班
2361,張雅芳,2021-11-22 09:02:23.245931,12月班
2362,羅彥廷,2021-11-29 00:07:35.436090,12月班
2363,羅柏翰,2021-11-27 22:32:21.971332,12月班
2364,梁馨儀,2021-11-24 23:00:49.890944,12月班
2365,李佳穎,2021-11-27 18:43:16.534643,12月班
2366,郝怡伶,2021-11-24 21:15:41.356316,12月班
2367,來雅慧,2021-11-30 09:03:01.098476,12月班
2368,尤沖,2021-11-29 02:14:40.406586,12月班
2369,紀家豪,2021-11-25 07:58:39.152440,12月班
2370,王雅芳,2021-11-17 10:44:18.461870,12月班
2371,喻淑貞,2021-11-28 02:41:11.676742,12月班
2372,葉怡安,2021-11-28 11:56:17.145475,12月班
2373,周俊賢,2021-11-28 10:28:52.948526,12月班
2374,楊建宏,2021-11-30 06:32:51.743894,12月班
2375,李佳蓉,2021-11-26 22:03:08.454165,12月班
2376,曹威廷,2021-11-28 14:45:36.744480,12月班
2377,王佩君,2021-11-30 17:07:13.836075,12月班
2378,苗宗翰,2021-11-27 16:48:43.970780,12月班
2379,李雅芳,2021-11-29 11:58:49.911021,12月班
2380,邢惠如,2021-11-27 05:30:59.203621,12月班
2381,邊詩婷,2021-11-27 13:23:41.247010,12月班
2382,劉信宏,2021-11-25 14:30:24.031926,12月班
2383,徐志豪,2021-11-29 05:35:25.124098,12月班
2384,王哲瑋,2021-11-30 18:36:27.431551,12月班
2385,何佳慧,2021-11-27 04:27:04.563196,12月班
2386,樊琬婷,2021-11-30 02:44:15.921066,12月班
2387,謝靜宜,2021-11-27 03:48:31.553035,12月班
2388,梁慧君,2021-11-30 09:59:20.094351,12月班
2389,楊威廷,2021-11-24 12:13:00.856749,12月班
2390,滕婷婷,2021-11-26 04:26:18.397459,12月班
2391,劉冠霖,2021-11-23 23:27:36.051103,12月班
2392,黃雅婷,2021-11-30 17:39:12.474753,12月班
2393,林怡萱,2021-11-27 22:45:43.538369,12月班
2394,陳依婷,2021-11-29 03:49:23.411659,12月班
2395,黃佳穎,2021-11-30 03:17:40.370237,12月班
2396,黃雅芳,2021-11-30 17:37:56.308092,12月班
2397,張詩婷,2021-11-27 12:06:59.183628,12月班
2398,徐家銘,2021-11-29 18:06:01.651806,12月班
2399,李懿,2021-11-27 17:53:38.872876,12月班
2400,楊宜君,2021-11-27 18:07:48.890363,12月班
2401,姚惠如,2021-11-18 13:14:42.280705,12月班
2402,金雅琪,2021-11-23 02:56:07.143478,12月班
2403,林柏翰,2021-11-30 07:10:54.718058,12月班
2404,任詩涵,2021-11-26 16:11:03.198647,12月班
2405,蘇傑克,2021-11-30 02:02:48.614825,12月班
2406,孫婉婷,2021-11-29 00:05:57.292732,12月班
2407,紀彥廷,2021-11-24 09:32:26.828923,12月班
2408,閻威廷,2021-11-30 02:22:16.838375,12月班
2409,趙佩珊,2021-11-29 16:45:58.163872,12月班
2410,周詩涵,2021-11-20 06:53:02.753996,12月班
2411,戴家瑜,2021-11-30 21:20:47.630869,12月班
2412,陳雅琪,2021-11-21 01:12:25.109419,12月班
2413,孫家豪,2021-11-30 09:44:03.975586,12月班
